ensembl_id,gene_symbol,importance
ENSG00000013619,MAMLD1,0.0
ENSG00000235703,EOLA2-DT,0.0
ENSG00000288098,ENSG00000288098,0.0
ENSG00000165509,MAGEC3,0.0
ENSG00000277215,SPANXA2-OT1,0.0
ENSG00000233093,LINC00892,0.0
ENSG00000102243,VGLL1,0.0
ENSG00000170965,PLAC1,0.0
ENSG00000122122,SASH3,0.0
ENSG00000122121,XPNPEP2,0.0
ENSG00000225689,ENSG00000225689,0.0
ENSG00000287379,ENSG00000287379,0.0
ENSG00000182890,GLUD2,0.0
ENSG00000101892,ATP1B4,0.0
ENSG00000187808,SOWAHD,0.0
ENSG00000147251,DOCK11,0.0
ENSG00000133124,IRS4,0.0
ENSG00000101871,MID1,0.0
ENSG00000230542,LINC00102,0.0
ENSG00000237531,ENSG00000237531,0.0
ENSG00000273188,ENSG00000273188,0.0
ENSG00000184702,SEPTIN5,0.0
ENSG00000184113,CLDN5,0.0
ENSG00000183628,DGCR6,0.0
ENSG00000276095,FAM230F,0.0
ENSG00000274044,FAM230J,0.0
ENSG00000269220,LINC00528,0.0
ENSG00000233922,LINC01694,0.0
ENSG00000237664,LINC00316,0.0
ENSG00000229382,ENSG00000229382,0.0
ENSG00000272825,ENSG00000272825,0.0
ENSG00000232124,ENSG00000232124,0.0
ENSG00000241945,PWP2,0.0
ENSG00000237989,LINC01679,0.0
ENSG00000160200,CBS,0.0
ENSG00000235023,ENSG00000235023,0.0
ENSG00000225431,LINC01671,0.0
ENSG00000177398,UMODL1,0.0
ENSG00000227702,LINC00111,0.0
ENSG00000225330,ENSG00000225330,0.0
ENSG00000183145,RIPPLY3,0.0
ENSG00000236119,ENSG00000236119,0.0
ENSG00000230978,LINC00160,0.0
ENSG00000272958,ENSG00000272958,0.0
ENSG00000159197,KCNE2,0.0
ENSG00000225555,ENSG00000225555,0.0
ENSG00000184221,OLIG1,0.0
ENSG00000166265,CYYR1,0.0
ENSG00000184058,TBX1,0.0
ENSG00000211649,IGLV7-46,0.0
ENSG00000211660,IGLV2-23,0.0
ENSG00000279217,ENSG00000279217,0.0
ENSG00000205632,LINC01310,0.0
ENSG00000229275,ENSG00000229275,0.0
ENSG00000235154,ENSG00000235154,0.0
ENSG00000075218,GTSE1,0.0
ENSG00000279954,ENSG00000279954,0.0
ENSG00000100344,PNPLA3,0.0
ENSG00000100290,BIK,0.0
ENSG00000286659,ENSG00000286659,0.0
ENSG00000100316,RPL3,0.0
ENSG00000249310,APOBEC3B-AS1,0.0
ENSG00000288106,ENSG00000288106,0.0
ENSG00000243902,ELFN2,0.0
ENSG00000280356,ENSG00000280356,0.0
ENSG00000211675,IGLC1,0.0
ENSG00000184459,BPIFC,0.0
ENSG00000100012,SEC14L3,0.0
ENSG00000128250,RFPL1,0.0
ENSG00000224027,ENSG00000224027,0.0
ENSG00000231405,ENSG00000231405,0.0
ENSG00000279914,ENSG00000279914,0.0
ENSG00000286070,ENSG00000286070,0.0
ENSG00000100024,UPB1,0.0
ENSG00000279467,ENSG00000279467,0.0
ENSG00000128218,VPREB3,0.0
ENSG00000211679,IGLC3,0.0
ENSG00000211677,IGLC2,0.0
ENSG00000130518,IQCN,0.0
ENSG00000248099,INSL3,0.0
ENSG00000007516,BAIAP3,0.0
ENSG00000187688,TRPV2,0.0
ENSG00000214978,GSG1L2,0.0
ENSG00000065320,NTN1,0.0
ENSG00000185156,MFSD6L,0.0
ENSG00000183318,SPDYE4,0.0
ENSG00000161970,RPL26,0.0
ENSG00000179111,HES7,0.0
ENSG00000161944,ASGR2,0.0
ENSG00000132514,CLEC10A,0.0
ENSG00000227495,KIF1C-AS1,0.0
ENSG00000234203,ENSG00000234203,0.0
ENSG00000167741,GGT6,0.0
ENSG00000262358,ENSG00000262358,0.0
ENSG00000274758,ENSG00000274758,0.0
ENSG00000263050,DPH1-AS1,0.0
ENSG00000287553,ENSG00000287553,0.0
ENSG00000167711,SERPINF2,0.0
ENSG00000262434,ENSG00000262434,0.0
ENSG00000263015,ENSG00000263015,0.0
ENSG00000167526,RPL13,0.0
ENSG00000205022,PABPN1L,0.0
ENSG00000226180,ENSG00000226180,0.0
ENSG00000268388,FENDRR,0.0
ENSG00000140968,IRF8,0.0
ENSG00000131149,GSE1,0.0
ENSG00000153789,CIBAR2,0.0
ENSG00000250685,ENSG00000250685,0.0
ENSG00000261410,CDH13-AS1,0.0
ENSG00000109061,MYH1,0.0
ENSG00000223979,SMCR2,0.0
ENSG00000260027,HOXB7,0.0
ENSG00000230197,ENSG00000230197,0.0
ENSG00000285486,ENSG00000285486,0.0
ENSG00000004939,SLC4A1,0.0
ENSG00000005102,MEOX1,0.0
ENSG00000267658,RAB5C-AS1,0.0
ENSG00000196859,KRT39,0.0
ENSG00000126353,CCR7,0.0
ENSG00000266208,GJD3-AS1,0.0
ENSG00000287644,ENSG00000287644,0.0
ENSG00000108342,CSF3,0.0
ENSG00000204913,LRRC3C,0.0
ENSG00000108298,RPL19,0.0
ENSG00000204952,FBXO47,0.0
ENSG00000275532,ENSG00000275532,0.0
ENSG00000276085,CCL3L3,0.0
ENSG00000275302,CCL4,0.0
ENSG00000270829,ENSG00000270829,0.0
ENSG00000264622,ENSG00000264622,0.0
ENSG00000197322,TMEM132E-DT,0.0
ENSG00000181374,CCL13,0.0
ENSG00000172156,CCL11,0.0
ENSG00000108691,CCL2,0.0
ENSG00000108684,ASIC2,0.0
ENSG00000266340,ENSG00000266340,0.0
ENSG00000265743,LINC02978,0.0
ENSG00000198242,RPL23A,0.0
ENSG00000264932,ENSG00000264932,0.0
ENSG00000128482,RNF112,0.0
ENSG00000140945,CDH13,0.0
ENSG00000260737,LINC01227,0.0
ENSG00000260706,ENSG00000260706,0.0
ENSG00000171724,VAT1L,0.0
ENSG00000275445,ENSG00000275445,0.0
ENSG00000005187,ACSM3,0.0
ENSG00000066813,ACSM2B,0.0
ENSG00000169347,GP2,0.0
ENSG00000260430,ENSG00000260430,0.0
ENSG00000134419,RPS15A,0.0
ENSG00000260242,ENSG00000260242,0.0
ENSG00000259929,ENSG00000259929,0.0
ENSG00000103489,XYLT1,0.0
ENSG00000262171,ENSG00000262171,0.0
ENSG00000257391,ENSG00000257391,0.0
ENSG00000262097,LINC02185,0.0
ENSG00000259876,ENSG00000259876,0.0
ENSG00000287234,ENSG00000287234,0.0
ENSG00000263279,ENSG00000263279,0.0
ENSG00000166669,ATF7IP2,0.0
ENSG00000183454,GRIN2A,0.0
ENSG00000261617,LINC02177,0.0
ENSG00000287522,ENSG00000287522,0.0
ENSG00000261319,LINC02152,0.0
ENSG00000260289,ENSG00000260289,0.0
ENSG00000276754,ENSG00000276754,0.0
ENSG00000260176,ENSG00000260176,0.0
ENSG00000127561,SYNGR3,0.0
ENSG00000261790,ENSG00000261790,0.0
ENSG00000179580,RNF151,0.0
ENSG00000140988,RPS2,0.0
ENSG00000287739,ENSG00000287739,0.0
ENSG00000122254,HS3ST2,0.0
ENSG00000261090,ENSG00000261090,0.0
ENSG00000159387,IRX6,0.0
ENSG00000140873,ADAMTS18,0.0
ENSG00000276408,ENSG00000276408,0.0
ENSG00000247033,ENSG00000247033,0.0
ENSG00000257017,HP,0.0
ENSG00000260593,ENSG00000260593,0.0
ENSG00000260798,ENSG00000260798,0.0
ENSG00000261396,ENSG00000261396,0.0
ENSG00000168748,CA7,0.0
ENSG00000261742,LINC00922,0.0
ENSG00000140937,CDH11,0.0
ENSG00000260658,ENSG00000260658,0.0
ENSG00000125148,MT2A,0.0
ENSG00000103449,SALL1,0.0
ENSG00000166828,SCNN1G,0.0
ENSG00000261241,LINC02128,0.0
ENSG00000167207,NOD2,0.0
ENSG00000259912,ENSG00000259912,0.0
ENSG00000275263,ENSG00000275263,0.0
ENSG00000261052,SULT1A3,0.0
ENSG00000213648,SULT1A4,0.0
ENSG00000261552,ENSG00000261552,0.0
ENSG00000275807,ENSG00000275807,0.0
ENSG00000103522,IL21R,0.0
ENSG00000274092,ENSG00000274092,0.0
ENSG00000224310,LINC01567,0.0
ENSG00000260264,LINC02194,0.0
ENSG00000186185,KIF18B,0.0
ENSG00000272763,LINC03057,0.0
ENSG00000268673,ENSG00000268673,0.0
ENSG00000099625,CBARP,0.0
ENSG00000116014,KISS1R,0.0
ENSG00000263146,LINC01896,0.0
ENSG00000265843,LINC01029,0.0
ENSG00000264595,ENSG00000264595,0.0
ENSG00000264260,LINC01893,0.0
ENSG00000266743,ENSG00000266743,0.0
ENSG00000285915,ENSG00000285915,0.0
ENSG00000141668,CBLN2,0.0
ENSG00000260457,ENSG00000260457,0.0
ENSG00000263417,GTSCR1,0.0
ENSG00000286642,ENSG00000286642,0.0
ENSG00000263637,ENSG00000263637,0.0
ENSG00000264869,ENSG00000264869,0.0
ENSG00000264634,ENSG00000264634,0.0
ENSG00000265533,DSEL-AS1,0.0
ENSG00000071991,CDH19,0.0
ENSG00000197641,SERPINB13,0.0
ENSG00000171791,BCL2,0.0
ENSG00000267401,ENSG00000267401,0.0
ENSG00000183287,CCBE1,0.0
ENSG00000267257,ENSG00000267257,0.0
ENSG00000267396,ENSG00000267396,0.0
ENSG00000267209,LINC01897,0.0
ENSG00000177511,ST8SIA3,0.0
ENSG00000267732,ENSG00000267732,0.0
ENSG00000265681,RPL17,0.0
ENSG00000184828,ZBTB7C,0.0
ENSG00000064687,ABCA7,0.0
ENSG00000115268,RPS15,0.0
ENSG00000251461,ENSG00000251461,0.0
ENSG00000205922,ONECUT3,0.0
ENSG00000269635,ENSG00000269635,0.0
ENSG00000187912,CLEC17A,0.0
ENSG00000187867,PALM3,0.0
ENSG00000171136,RLN3,0.0
ENSG00000267519,MIR23AHG,0.0
ENSG00000287296,ENSG00000287296,0.0
ENSG00000266975,FARSA-AS1,0.0
ENSG00000267735,ENSG00000267735,0.0
ENSG00000267424,ENSG00000267424,0.0
ENSG00000171223,JUNB,0.0
ENSG00000267089,ENSG00000267089,0.0
ENSG00000105376,ICAM5,0.0
ENSG00000090339,ICAM1,0.0
ENSG00000267289,PIN1-DT,0.0
ENSG00000267612,ENSG00000267612,0.0
ENSG00000287960,ENSG00000287960,0.0
ENSG00000233927,RPS28,0.0
ENSG00000268149,ENSG00000268149,0.0
ENSG00000268120,ENSG00000268120,0.0
ENSG00000104938,CLEC4M,0.0
ENSG00000090659,CD209,0.0
ENSG00000104921,FCER2,0.0
ENSG00000198723,SAXO5,0.0
ENSG00000268536,ENSG00000268536,0.0
ENSG00000226800,CACTIN-AS1,0.0
ENSG00000267231,ENSG00000267231,0.0
ENSG00000267201,LINC01775,0.0
ENSG00000215474,SKOR2,0.0
ENSG00000287943,ENSG00000287943,0.0
ENSG00000132874,SLC14A2,0.0
ENSG00000152217,SETBP1,0.0
ENSG00000171246,NPTX1,0.0
ENSG00000276863,ENSG00000276863,0.0
ENSG00000204278,TMEM235,0.0
ENSG00000267790,LINC01987,0.0
ENSG00000267535,LINC00868,0.0
ENSG00000176170,SPHK1,0.0
ENSG00000129654,FOXJ1,0.0
ENSG00000267342,ENSG00000267342,0.0
ENSG00000182938,OTOP3,0.0
ENSG00000182040,USH1G,0.0
ENSG00000167850,CD300C,0.0
ENSG00000178789,CD300LB,0.0
ENSG00000267109,ENSG00000267109,0.0
ENSG00000153822,KCNJ16,0.0
ENSG00000237560,LINC01497,0.0
ENSG00000154217,PITPNC1,0.0
ENSG00000261371,PECAM1,0.0
ENSG00000007312,CD79B,0.0
ENSG00000136492,BRIP1,0.0
ENSG00000187013,LINC02875,0.0
ENSG00000121101,TEX14,0.0
ENSG00000265206,MIR142HG,0.0
ENSG00000286788,ENSG00000286788,0.0
ENSG00000141194,OR4D1,0.0
ENSG00000278642,ENSG00000278642,0.0
ENSG00000226364,LINC02089,0.0
ENSG00000167080,B4GALNT2,0.0
ENSG00000185168,LINC00482,0.0
ENSG00000185332,TMEM105,0.0
ENSG00000184009,ACTG1,0.0
ENSG00000267079,ENSG00000267079,0.0
ENSG00000132872,SYT4,0.0
ENSG00000267313,KC6,0.0
ENSG00000267374,MIR924HG,0.0
ENSG00000268566,ENSG00000268566,0.0
ENSG00000285940,ENSG00000285940,0.0
ENSG00000286890,ENSG00000286890,0.0
ENSG00000274918,ENSG00000274918,0.0
ENSG00000287803,ENSG00000287803,0.0
ENSG00000170558,CDH2,0.0
ENSG00000265786,LINC01906,0.0
ENSG00000267393,ENSG00000267393,0.0
ENSG00000168675,LDLRAD4,0.0
ENSG00000154864,PIEZO2,0.0
ENSG00000263063,ENSG00000263063,0.0
ENSG00000266604,LINC01887,0.0
ENSG00000287563,ENSG00000287563,0.0
ENSG00000260913,LINC01254,0.0
ENSG00000264876,ENSG00000264876,0.0
ENSG00000173482,PTPRM,0.0
ENSG00000264475,ENSG00000264475,0.0
ENSG00000088756,ARHGAP28,0.0
ENSG00000206432,TMEM200C,0.0
ENSG00000170579,DLGAP1,0.0
ENSG00000272625,ENSG00000272625,0.0
ENSG00000263551,ENSG00000263551,0.0
ENSG00000158270,COLEC12,0.0
ENSG00000235007,ENSG00000235007,0.0
ENSG00000287955,ENSG00000287955,0.0
ENSG00000197958,RPL12,0.0
ENSG00000224957,LINC01266,0.0
ENSG00000286748,ENSG00000286748,0.0
ENSG00000071677,PRLH,0.0
ENSG00000072080,SPP2,0.0
ENSG00000144481,TRPM8,0.0
ENSG00000187514,PTMA,0.0
ENSG00000204128,C2orf72,0.0
ENSG00000153823,PID1,0.0
ENSG00000283428,CCDC195,0.0
ENSG00000234193,ACSL3-AS1,0.0
ENSG00000135903,PAX3,0.0
ENSG00000287529,ENSG00000287529,0.0
ENSG00000224090,ENSG00000224090,0.0
ENSG00000115596,WNT6,0.0
ENSG00000188282,RUFY4,0.0
ENSG00000287498,ENSG00000287498,0.0
ENSG00000115461,IGFBP5,0.0
ENSG00000227824,ENSG00000227824,0.0
ENSG00000235770,LINC00607,0.0
ENSG00000225166,ENSG00000225166,0.0
ENSG00000197585,ENSG00000197585,0.0
ENSG00000272851,ENSG00000272851,0.0
ENSG00000163249,CCNYL1,0.0
ENSG00000232125,DYTN,0.0
ENSG00000225953,SATB2-AS1,0.0
ENSG00000115896,PLCL1,0.0
ENSG00000229056,HECW2-AS1,0.0
ENSG00000271893,ENSG00000271893,0.0
ENSG00000220256,ENSG00000220256,0.0
ENSG00000224239,ENSG00000224239,0.0
ENSG00000163947,ARHGEF3,0.0
ENSG00000144619,CNTN4,0.0
ENSG00000055957,ITIH1,0.0
ENSG00000010319,SEMA3G,0.0
ENSG00000285685,ENSG00000285685,0.0
ENSG00000235016,SEMA3F-AS1,0.0
ENSG00000012223,LTF,0.0
ENSG00000160791,CCR5,0.0
ENSG00000283036,LINC01988,0.0
ENSG00000173811,CCDC13-AS1,0.0
ENSG00000285885,ENSG00000285885,0.0
ENSG00000144668,ITGA9,0.0
ENSG00000144644,GADL1,0.0
ENSG00000287774,ENSG00000287774,0.0
ENSG00000272282,LINC02084,0.0
ENSG00000230891,LINC00692,0.0
ENSG00000174748,RPL15,0.0
ENSG00000233153,UBE2E2-DT,0.0
ENSG00000231304,SGO1-AS1,0.0
ENSG00000286352,ENSG00000286352,0.0
ENSG00000226441,PLCL2-AS1,0.0
ENSG00000154764,WNT7A,0.0
ENSG00000144713,RPL32,0.0
ENSG00000272263,ENSG00000272263,0.0
ENSG00000227929,SRGAP3-AS3,0.0
ENSG00000227110,LMCD1-AS1,0.0
ENSG00000189229,ENSG00000189229,0.0
ENSG00000229642,ENSG00000229642,0.0
ENSG00000223727,ENSG00000223727,0.0
ENSG00000286539,ENSG00000286539,0.0
ENSG00000224063,CALCRL-AS1,0.0
ENSG00000286797,ENSG00000286797,0.0
ENSG00000170396,ZNF804A,0.0
ENSG00000225819,ENSG00000225819,0.0
ENSG00000286957,ENSG00000286957,0.0
ENSG00000272789,ENSG00000272789,0.0
ENSG00000260634,ENSG00000260634,0.0
ENSG00000237524,TEX51,0.0
ENSG00000235774,ENSG00000235774,0.0
ENSG00000286481,ENSG00000286481,0.0
ENSG00000234455,ENSG00000234455,0.0
ENSG00000232140,ENSG00000232140,0.0
ENSG00000175497,DPP10,0.0
ENSG00000226516,FAM138B,0.0
ENSG00000189223,PAX8-AS1,0.0
ENSG00000115008,IL1A,0.0
ENSG00000144136,SLC20A1,0.0
ENSG00000153093,ACOXL,0.0
ENSG00000225328,LINC01594,0.0
ENSG00000232991,GACAT1,0.0
ENSG00000225588,ENSG00000225588,0.0
ENSG00000286101,ENSG00000286101,0.0
ENSG00000230140,NPAS2-AS1,0.0
ENSG00000204640,NMS,0.0
ENSG00000232084,LINC01104,0.0
ENSG00000230393,ENSG00000230393,0.0
ENSG00000213337,ANKRD39,0.0
ENSG00000273265,CNNM3-DT,0.0
ENSG00000158050,DUSP2,0.0
ENSG00000188886,ASTL,0.0
ENSG00000273073,ENSG00000273073,0.0
ENSG00000286208,ENSG00000286208,0.0
ENSG00000224231,LINC01832,0.0
ENSG00000237750,KCNH7-AS1,0.0
ENSG00000283839,ENSG00000283839,0.0
ENSG00000115252,PDE1A,0.0
ENSG00000236153,UBE2E3-DT,0.0
ENSG00000144331,ZNF385B,0.0
ENSG00000227098,ENSG00000227098,0.0
ENSG00000175879,HOXD8,0.0
ENSG00000229750,ENSG00000229750,0.0
ENSG00000138435,CHRNA1,0.0
ENSG00000204335,SP5,0.0
ENSG00000081479,LRP2,0.0
ENSG00000227617,CERS6-AS1,0.0
ENSG00000182263,FIGN,0.0
ENSG00000078098,FAP,0.0
ENSG00000144227,NXPH2,0.0
ENSG00000136535,TBR1,0.0
ENSG00000136541,ERMN,0.0
ENSG00000283436,LINC01958,0.0
ENSG00000153234,NR4A2,0.0
ENSG00000226383,LINC01876,0.0
ENSG00000144278,GALNT13,0.0
ENSG00000287085,ENSG00000287085,0.0
ENSG00000286234,ENSG00000286234,0.0
ENSG00000228064,ENSG00000228064,0.0
ENSG00000162947,LINC01931,0.0
ENSG00000168702,LRP1B,0.0
ENSG00000287147,ENSG00000287147,0.0
ENSG00000162267,ITIH3,0.0
ENSG00000283148,ENSG00000283148,0.0
ENSG00000228487,ENSG00000228487,0.0
ENSG00000261121,LINC02473,0.0
ENSG00000249441,ENSG00000249441,0.0
ENSG00000137440,FGFBP1,0.0
ENSG00000287360,ENSG00000287360,0.0
ENSG00000251210,LINC02270,0.0
ENSG00000248300,LINC02360,0.0
ENSG00000181215,C4orf50,0.0
ENSG00000152953,STK32B,0.0
ENSG00000163982,OTOP1,0.0
ENSG00000250986,LINC02600,0.0
ENSG00000145217,SLC26A1,0.0
ENSG00000272885,ENSG00000272885,0.0
ENSG00000272989,LINC02012,0.0
ENSG00000072274,TFRC,0.0
ENSG00000287005,ENSG00000287005,0.0
ENSG00000276407,ENSG00000276407,0.0
ENSG00000226709,FGF12-AS3,0.0
ENSG00000230126,FGF12-AS2,0.0
ENSG00000205835,GMNC,0.0
ENSG00000090530,P3H2,0.0
ENSG00000234238,ENSG00000234238,0.0
ENSG00000283175,ENSG00000283175,0.0
ENSG00000073849,ST6GAL1,0.0
ENSG00000272721,EIF2B5-DT,0.0
ENSG00000287605,ENSG00000287605,0.0
ENSG00000242512,LINC01206,0.0
ENSG00000242808,SOX2-OT,0.0
ENSG00000114757,PEX5L,0.0
ENSG00000145147,SLIT2,0.0
ENSG00000251325,ENSG00000251325,0.0
ENSG00000243384,ENSG00000243384,0.0
ENSG00000286321,ENSG00000286321,0.0
ENSG00000109321,AREG,0.0
ENSG00000250532,ENSG00000250532,0.0
ENSG00000182585,EPGN,0.0
ENSG00000081041,CXCL2,0.0
ENSG00000163734,CXCL3,0.0
ENSG00000163739,CXCL1,0.0
ENSG00000169429,CXCL8,0.0
ENSG00000081051,AFP,0.0
ENSG00000156140,ADAMTS3,0.0
ENSG00000132465,JCHAIN,0.0
ENSG00000286848,ENSG00000286848,0.0
ENSG00000126545,CSN1S1,0.0
ENSG00000213759,UGT2B11,0.0
ENSG00000248049,UBA6-DT,0.0
ENSG00000250125,LINC02232,0.0
ENSG00000150471,ADGRL3,0.0
ENSG00000249066,LINC02496,0.0
ENSG00000109255,NMU,0.0
ENSG00000163440,PDCL2,0.0
ENSG00000260120,ENSG00000260120,0.0
ENSG00000163288,GABRB1,0.0
ENSG00000260878,ENSG00000260878,0.0
ENSG00000183783,KCTD8,0.0
ENSG00000174343,CHRNA9,0.0
ENSG00000251635,LINC02278,0.0
ENSG00000249678,ENSG00000249678,0.0
ENSG00000250064,ENSG00000250064,0.0
ENSG00000272910,ENSG00000272910,0.0
ENSG00000237978,KCNMB2-AS1,0.0
ENSG00000197584,KCNMB2,0.0
ENSG00000223930,ENSG00000223930,0.0
ENSG00000239921,LINC01471,0.0
ENSG00000287784,ENSG00000287784,0.0
ENSG00000180767,CHST13,0.0
ENSG00000159650,UROC1,0.0
ENSG00000173706,HEG1,0.0
ENSG00000160145,KALRN,0.0
ENSG00000065534,MYLK,0.0
ENSG00000051341,POLQ,0.0
ENSG00000272967,ENSG00000272967,0.0
ENSG00000239268,LINC03051,0.0
ENSG00000154175,ABI3BP,0.0
ENSG00000144810,COL8A1,0.0
ENSG00000286447,ENSG00000286447,0.0
ENSG00000044524,EPHA3,0.0
ENSG00000206538,VGLL3,0.0
ENSG00000242339,LINC02025,0.0
ENSG00000239440,LINC02008,0.0
ENSG00000169855,ROBO1,0.0
ENSG00000185008,ROBO2,0.0
ENSG00000163421,PROK2,0.0
ENSG00000242120,MDFIC2,0.0
ENSG00000183662,TAFA1,0.0
ENSG00000241684,ADAMTS9-AS2,0.0
ENSG00000163638,ADAMTS9,0.0
ENSG00000163618,CADPS,0.0
ENSG00000144724,PTPRG,0.0
ENSG00000189283,FHIT,0.0
ENSG00000248243,LINC02014,0.0
ENSG00000196353,CPNE4,0.0
ENSG00000249725,ENSG00000249725,0.0
ENSG00000243629,LINC00880,0.0
ENSG00000231574,LINC02015,0.0
ENSG00000228221,LINC00578,0.0
ENSG00000169760,NLGN1,0.0
ENSG00000285051,SLC7A14-AS1,0.0
ENSG00000239219,FHL1P1,0.0
ENSG00000241479,MECOM-AS1,0.0
ENSG00000085276,MECOM,0.0
ENSG00000241669,LINC01327,0.0
ENSG00000121871,SLITRK3,0.0
ENSG00000196542,SPTSSB,0.0
ENSG00000118849,RARRES1,0.0
ENSG00000168779,SHOX2,0.0
ENSG00000240596,KCNAB1-AS2,0.0
ENSG00000144868,TMEM108,0.0
ENSG00000174948,GPR149,0.0
ENSG00000238755,LINC02006,0.0
ENSG00000174946,GPR171,0.0
ENSG00000243885,ENSG00000243885,0.0
ENSG00000286714,ENSG00000286714,0.0
ENSG00000287198,ENSG00000287198,0.0
ENSG00000153002,CPB1,0.0
ENSG00000144891,AGTR1,0.0
ENSG00000285798,ENSG00000285798,0.0
ENSG00000244124,ATP1B3-AS1,0.0
ENSG00000158258,CLSTN2,0.0
ENSG00000174640,SLCO2A1,0.0
ENSG00000274286,ADRA2B,0.0
ENSG00000186281,GPAT2,0.0
ENSG00000286698,ENSG00000286698,0.0
ENSG00000203864,LINC02868,0.0
ENSG00000156097,GPR61,0.0
ENSG00000230489,VAV3-AS1,0.0
ENSG00000162631,NTNG1,0.0
ENSG00000225938,S1PR1-DT,0.0
ENSG00000237435,LINC02790,0.0
ENSG00000228971,LINC02607,0.0
ENSG00000286692,ENSG00000286692,0.0
ENSG00000286758,ENSG00000286758,0.0
ENSG00000284846,ENSG00000284846,0.0
ENSG00000016602,CLCA4,0.0
ENSG00000142871,CCN1,0.0
ENSG00000272691,ENSG00000272691,0.0
ENSG00000180869,LINC01555,0.0
ENSG00000117114,ADGRL2,0.0
ENSG00000117069,ST6GALNAC5,0.0
ENSG00000184005,ST6GALNAC3,0.0
ENSG00000137968,SLC44A5,0.0
ENSG00000178965,ERICH3,0.0
ENSG00000172260,NEGR1,0.0
ENSG00000050628,PTGER3,0.0
ENSG00000237919,LRRC7-AS1,0.0
ENSG00000152760,DYNLT5,0.0
ENSG00000118473,SGIP1,0.0
ENSG00000184588,PDE4B,0.0
ENSG00000158966,CACHD1,0.0
ENSG00000185483,ROR1,0.0
ENSG00000230798,FOXD3-AS1,0.0
ENSG00000134207,SYT6,0.0
ENSG00000272715,ENSG00000272715,0.0
ENSG00000211593,IGKJ5,0.0
ENSG00000236866,TENT5C-DT,0.0
ENSG00000163534,FCRL1,0.0
ENSG00000143297,FCRL5,0.0
ENSG00000160838,LRRC71,0.0
ENSG00000229953,BCAN-AS2,0.0
ENSG00000132692,BCAN,0.0
ENSG00000132702,HAPLN2,0.0
ENSG00000183856,IQGAP3,0.0
ENSG00000196189,SEMA4A,0.0
ENSG00000229780,UBE2Q1-AS1,0.0
ENSG00000177954,RPS27,0.0
ENSG00000160678,S100A1,0.0
ENSG00000196420,S100A5,0.0
ENSG00000197956,S100A6,0.0
ENSG00000159516,SPRR2G,0.0
ENSG00000244094,SPRR2F,0.0
ENSG00000163216,SPRR2D,0.0
ENSG00000232671,ZNF687-AS1,0.0
ENSG00000231073,ENSG00000231073,0.0
ENSG00000285554,LINC02988,0.0
ENSG00000270882,H4C14,0.0
ENSG00000254539,ENSG00000254539,0.0
ENSG00000273059,ENSG00000273059,0.0
ENSG00000234190,ENSG00000234190,0.0
ENSG00000235887,LINC02799,0.0
ENSG00000224857,LINC01691,0.0
ENSG00000227082,LINC02798,0.0
ENSG00000116882,HAO2,0.0
ENSG00000272226,ENSG00000272226,0.0
ENSG00000177606,JUN,0.0
ENSG00000235038,ENSG00000235038,0.0
ENSG00000173406,DAB1,0.0
ENSG00000169504,CLIC4,0.0
ENSG00000142676,RPL11,0.0
ENSG00000227868,TEX46,0.0
ENSG00000233069,ENSG00000233069,0.0
ENSG00000236963,LINC01141,0.0
ENSG00000226664,ENSG00000226664,0.0
ENSG00000117215,PLA2G2D,0.0
ENSG00000282740,ENSG00000282740,0.0
ENSG00000224174,ENSG00000224174,0.0
ENSG00000271742,ENSG00000271742,0.0
ENSG00000189337,KAZN,0.0
ENSG00000157330,CFAP107,0.0
ENSG00000204518,AADACL4,0.0
ENSG00000120937,NPPB,0.0
ENSG00000116285,ERRFI1,0.0
ENSG00000284716,ENSG00000284716,0.0
ENSG00000269978,ENSG00000269978,0.0
ENSG00000270035,ENSG00000270035,0.0
ENSG00000284668,LINC02780,0.0
ENSG00000227589,TP73-AS3,0.0
ENSG00000162591,MEGF6,0.0
ENSG00000177133,PRDM16-DT,0.0
ENSG00000197921,HES5,0.0
ENSG00000187730,GABRD,0.0
ENSG00000162571,TTLL10,0.0
ENSG00000188290,HES4,0.0
ENSG00000187961,KLHL17,0.0
ENSG00000233755,ENSG00000233755,0.0
ENSG00000284657,ENSG00000284657,0.0
ENSG00000158008,EXTL1,0.0
ENSG00000229372,SZT2-AS1,0.0
ENSG00000187889,FYB2,0.0
ENSG00000143001,TMEM61,0.0
ENSG00000287582,ENSG00000287582,0.0
ENSG00000157211,CDCP2,0.0
ENSG00000272371,ENSG00000272371,0.0
ENSG00000236434,ENSG00000236434,0.0
ENSG00000204006,C1orf185,0.0
ENSG00000237337,ELAVL4-AS1,0.0
ENSG00000186094,AGBL4,0.0
ENSG00000250719,P3R3URF,0.0
ENSG00000226957,ENSG00000226957,0.0
ENSG00000142937,RPS8,0.0
ENSG00000164007,CLDN19,0.0
ENSG00000158014,SLC30A2,0.0
ENSG00000286668,ENSG00000286668,0.0
ENSG00000284632,ENSG00000284632,0.0
ENSG00000284623,LINC02786,0.0
ENSG00000185668,POU3F1,0.0
ENSG00000284650,ENSG00000284650,0.0
ENSG00000234481,ENSG00000234481,0.0
ENSG00000284705,ENSG00000284705,0.0
ENSG00000286379,ENSG00000286379,0.0
ENSG00000224409,ENSG00000224409,0.0
ENSG00000233775,ENSG00000233775,0.0
ENSG00000131914,LIN28A,0.0
