baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_id,gene
3.906113443605759,-3.474257007771665,0.09873961513854716,-35.18604972175289,3.2682855689980954e-271,2.4711507187194598e-267,ENSG00000280441,ENSG00000280441
3.5660338779428464,-2.7772021505703703,0.10461365628326119,-26.547223844758587,2.764920871187925e-155,1.045278335352595e-151,ENSG00000125740,FOSB
2.5798478489804,-2.2435129207224795,0.09261945021375653,-24.22291338962468,1.2762460303242829e-129,3.216565411760635e-126,ENSG00000177606,JUN
4.357517986980652,-1.79428500782156,0.08455258860218608,-21.22093524851786,6.119466510837077e-100,1.1179834392545176e-96,ENSG00000146592,CREB5
6.273064833087706,-1.0850067895318973,0.051150507726344746,-21.212043394303816,7.39309244315909e-100,1.1179834392545176e-96,ENSG00000104067,TJP1
29.91225272511751,-0.7533252789051924,0.035855311533110716,-21.01014456978101,5.297326438577336e-98,6.675514200347206e-95,ENSG00000198727,MT-CYB
5.42768832464365,-1.2544286045206818,0.06325788919687125,-19.830389860411692,1.627732832923846e-87,1.7581839928196e-84,ENSG00000151150,ANK3
3.3489621030412824,-2.6988484616774073,0.1369777314595205,-19.70282638587111,2.039125728731805e-86,1.9272287043676473e-83,ENSG00000119508,NR4A3
3.9853905042296462,1.432980746522625,0.07432161868550168,19.280806471484514,7.785320892085054e-83,6.540534585006122e-80,ENSG00000177954,RPS27
13.982451328640735,0.8968736257723225,0.046551842575406406,19.266125166142096,1.0339353572785058e-82,7.817585236382782e-80,ENSG00000091986,CCDC80
3.0531148973535043,-1.5825689824651306,0.08285170270921567,-19.10122460632423,2.466341134137505e-81,1.6952732104739706e-78,ENSG00000163660,CCNL1
6.176918972007854,-1.2193147195842395,0.06564942111116948,-18.573122183659095,5.302791215833315e-77,3.341200365242975e-74,ENSG00000124212,PTGIS
70.37563967904468,-0.6492820759641375,0.0349675613734146,-18.56812572745718,5.8199295048637345e-77,3.384960537405746e-74,ENSG00000198840,MT-ND3
1.7398573078504702,-2.400306602071852,0.13050763680058602,-18.39207774284879,1.5204009194028177e-75,8.211250965431931e-73,ENSG00000162772,ATF3
6.058849760515944,-1.124683120879142,0.06121134202445968,-18.373770018466924,2.1308344576295264e-75,1.07408262227579e-72,ENSG00000170345,FOS
5.852203922069797,1.1968479160037047,0.06599626866088922,18.135084608396685,1.6843964067058664e-73,7.95982576943941e-71,ENSG00000112306,RPS12
7.967747836123027,1.3251145465549312,0.07501264828611719,17.665214824846732,7.771638931029156e-70,3.456550703383026e-67,ENSG00000188257,PLA2G2A
2.8793480214884006,-1.6660290501481516,0.095912167970677,-17.370361711117848,1.3835107369145084e-67,5.8115137121169984e-65,ENSG00000067082,KLF6
24.297296004472344,-0.5688148831476738,0.03286126404200802,-17.309586217393594,3.9826672714163754e-67,1.584891959956801e-64,ENSG00000230876,LINC00486
9.81866189001303,-0.9805535476859101,0.05723916915769173,-17.13081377866479,8.742328705086662e-66,3.3050373669580126e-63,ENSG00000183230,CTNNA3
0.9733340477250206,3.3728333637260937,0.2029994144415126,16.61499060480227,5.428335140223136e-62,1.9544591426298633e-59,ENSG00000145864,GABRB2
1.9759902319381106,1.4378525140683753,0.08687952664870018,16.549957965152974,1.602144781057728e-61,5.506280313444309e-59,ENSG00000213741,RPS29
2.279891039833489,-2.100151282813741,0.12824455369708843,-16.37614403317481,2.831331677605688e-60,9.307695136685483e-58,ENSG00000123358,NR4A1
5.437996647633014,-1.1097810801353927,0.06789279410203652,-16.346080534960684,4.638743104593061e-60,1.4613973589095056e-57,ENSG00000133019,CHRM3
3.7941639020358324,1.182991045366718,0.07282096840925095,16.245197931430347,2.415605271608134e-59,7.30575658345164e-57,ENSG00000233927,RPS28
